country,group_name,title,content,image ,video
korea,astro,astro新歌,ASTRO為韓國Fantagio Music於2016年推出的男子偶像團體。最初由六名成員組成，現任成員為MJ、JIN JIN、車銀優、文彬、尹產賀，由成員JIN JIN擔任隊長。官方粉絲名為AROHA。,https://bucket-img.tnlmedia.com/cabinet/2023/03/2f8259c4-3867-4806-9bda-493f2e20b26c.jpg,waterfall.mp4
